"record_nbr","pay_year","fms_dept","fms_department_title","job_class_pgrade","job_title","employment_type","job_status","mou","mou_title","regular_pay","overtime_pay","all_other_pay","total_pay","city_retirement_contributions","benefit_pay","gender","ethnicity"
"303130373832","2018","78","PUBLIC WORKS - ENGINEERING","7926-2","ARCHITECTURAL ASSOCIATE II","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","0","0","606.29","606.29","0","0","MALE","CAUCASIAN"
"3031303832","2018","82","PUBLIC WORKS - SANITATION","3580-2","REFUSE COLLECTION TRUCK OPERATOR II","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","8152","2787.66","24444.13","35383.79","1713.63616","665.66","MALE","BLACK"
"3031303833","2018","88","RECREATION AND PARKS","2434-0","RECREATION FACILITY DIRECTOR","FULL_TIME","NOT_ACTIVE","11","RECREATIONAL","0","0","116.74","116.74","0","0","MALE","BLACK"
"3031303835","2018","32","INFORMATION TECHNOLOGY AGENCY","1431-5","PROGRAMMER ANALYST V","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","0","0","61.36","61.36","0","0","MALE","ASIAN"
"303130383633","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","92028.81","18801","2108.2","112938.01","41389.168685","12306.73","FEMALE","HISPANIC"
"303130383733","2018","38","FIRE","2112-2","FIREFIGHTER II","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","31319.2","10041.33","498","41858.53","14673.0452","4963.49","MALE","CAUCASIAN"
"303130383733","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","62891","23627.16","918","87436.16","29464.4335","11722.77","MALE","CAUCASIAN"
"303130383832","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","16677.6","6422.97","744","23844.57","7813.4556","2145","MALE","CAUCASIAN"
"303130383832","2018","38","FIRE","2142-1","FIRE CAPTAIN I","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","107054.2","41992.4","1268.1","150314.7","50154.8927","15797","MALE","CAUCASIAN"
"303130383932","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","18211.7","0","0","18211.7","0","7767.6","MALE","HISPANIC"
"303130383933","2018","42","HARBOR","1501-0","STUDENT WORKER","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","1827.6","0","0","1827.6","0","0","MALE","HISPANIC"
"3031303933","2018","82","PUBLIC WORKS - SANITATION","3580-2","REFUSE COLLECTION TRUCK OPERATOR II","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","513.6","513.6","0","0","MALE","BLACK"
"303130393733","2018","88","RECREATION AND PARKS","2415-0","SPECIAL PROGRAM ASSISTANT II","PART_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","16377.6","189.36","730","17296.96","0","234.72","MALE","HISPANIC"
"303131303034","2018","70","POLICE","2236-1","CRIME AND INTELLIGENCE ANALYST I","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","11396","0","50","11446","3380.0536","0","FEMALE","OTHER"
"3031313032","2018","82","PUBLIC WORKS - SANITATION","3344-0","CARPENTER","FULL_TIME","NOT_ACTIVE","02","BUILDING TRADES","65401.67","2196.24","118.93","67716.84","19398.135322","12932","MALE","BLACK"
"3031313033","2018","44","LIBRARY","6153-0","SENIOR LIBRARIAN","FULL_TIME","NOT_ACTIVE","16","SUPERVISORY LIBRARIANS","106568","154.02","939.32","107661.34","31608.0688","16794.96","MALE","CAUCASIAN"
"3031313034","2018","78","PUBLIC WORKS - ENGINEERING","7246-3","CIVIL ENGINEERING ASSOCIATE III","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","0","0","124.92","124.92","0","0","MALE","CAUCASIAN"
"3031313035","2018","26","CONTROLLER","1523-2","SENIOR ACCOUNTANT II","PER_EVENT","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","0","0","61.36","61.36","0","0","MALE","FILIPINO"
"303131303633","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","92365.04","16352.15","1797","110514.19","43273.02124","16095.18","MALE","HISPANIC"
"303131303833","2018","88","RECREATION AND PARKS","2435-0","RECREATION AIDE","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","8106.26","0","0","8106.26","0","0","MALE","HISPANIC"
"303131313034","2018","70","POLICE","2207-1","POLICE SERVICE REPRESENTATIVE I","FULL_TIME","ACTIVE","03","CLERICAL","1975.2","0","0","1975.2","585.84432","0","FEMALE","HISPANIC"
"3031313131","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","23913.98","11473.8","48850.84","84238.62","11203.69963","3170","MALE","HISPANIC"
"3031313135","2018","44","LIBRARY","1111-0","MESSENGER CLERK","PART_TIME","ACTIVE","03","CLERICAL","21871.76","0","157.21","22028.97","0","16794.96","FEMALE","HISPANIC"
"303131313733","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","76072.84","10014.23","1593","87680.07","35640.12554","7535.11","MALE","HISPANIC"
"3031313139","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","NOT_ACTIVE","07","RECREATION ASSISTANTS","0","0","23.45","23.45","0","0","MALE","HISPANIC"
"3031313231","2018","8","BUILDING AND SAFETY","7244-1","BUILDING CIVIL ENGINEER I","FULL_TIME","ACTIVE","17","SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC","136688","0","519.59","137207.59","40541.6608","19731.84","MALE","ASIAN"
"3031313234","2018","8","BUILDING AND SAFETY","4213-0","SENIOR BUILDING INSPECTOR","FULL_TIME","NOT_ACTIVE","05","INSPECTORS","0","0","1045.74","1045.74","0","0","MALE","ASIAN"
"303131323733","2018","42","HARBOR","1502-0","STUDENT PROFESSIONAL WORKER","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","13046.55","0","3.35","13049.9","0","0","FEMALE","HISPANIC"
"303131323833","2018","70","POLICE","3211-0","DETENTION OFFICER","FULL_TIME","ACTIVE","18","SAFETY / SECURITY","52009.6","363.45","2356.98","54730.03","15426.04736","7968.72","MALE","HISPANIC"
"3031313239","2018","70","POLICE","3211-0","DETENTION OFFICER","FULL_TIME","ACTIVE","18","SAFETY / SECURITY","20859.97","0","530.62","21390.59","6187.067102","268.42","FEMALE","HISPANIC"
"3031313331","2018","43","HOUSING AND COMMUNITY INVESTMENT DEPARTMENT","9171-1","SENIOR MANAGEMENT ANALYST I","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","36313.6","243.98","48639.38","85196.96","10770.61376","5198.48","FEMALE","HISPANIC"
"3031313332","2018","70","POLICE","2227-1","POLICE SERGEANT I","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","4602.4","0","0","4602.4","2156.2244","646.85","MALE","HISPANIC"
"3031313332","2018","70","POLICE","2227-2","POLICE SERGEANT II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","123832.79","4260.89","1525","129618.68","58015.662115","15448.33","MALE","HISPANIC"
"3031313334","2018","70","POLICE","2227-2","POLICE SERGEANT II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","129744.9","650.37","4166.76","134562.03","60785.48565","7537.11","FEMALE","BLACK"
"303131333733","2018","38","FIRE","2112-2","FIREFIGHTER II","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","23556.8","16241.87","768","40566.67","11036.3608","3108","MALE","HISPANIC"
"303131333733","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","57544.6","39573.31","1098","98215.91","26959.6451","7402.22","MALE","HISPANIC"
"303131333833","2018","94","TRANSPORTATION","1114-0","COMMUNITY AND ADMINISTRATIVE SUPPORT WORKER III","PART_TIME","ACTIVE","03","CLERICAL","23807.35","0","0","23807.35","0","0","MALE","OTHER"
"3031313338","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","86171.76","5532","1784.6","93488.36","32364.12992","10722.67","MALE","CAUCASIAN"
"3031313338","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","12568.8","1361.63","0","13930.43","5888.4828","1584.06","MALE","CAUCASIAN"
"303131333933","2018","4","AIRPORTS","3113-Y","VOCATIONAL WORKER CUSTODIAN - AIRPORT","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","13752.48","4498.56","585","18836.04","4078.985568","3320.3","MALE","HISPANIC"
"303131333933","2018","4","AIRPORTS","3149-A","CUSTODIAL SERVICES ASSISTANT - AIRPORTS","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","18816.24","5836.43","525","25177.67","5580.896784","4648.42","MALE","HISPANIC"
"303131343033","2018","40","GENERAL SERVICES","3183-0","MUNICIPAL POLICE OFFICER","FULL_TIME","NOT_ACTIVE","28","LOS ANGELES GENERAL SERVICES POLICE OFFICERS","0","0","1.96","1.96","0","0","MALE","ASIAN"
"3031313431","2018","4","AIRPORTS","9171-1","SENIOR MANAGEMENT ANALYST I","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","0","0","414.97","414.97","0","0","MALE","CAUCASIAN"
"3031313432","2018","68","CITY PLANNING","7211-0","GEOGRAPHIC INFORMATION SYSTEMS CHIEF","FULL_TIME","ACTIVE","19","SUPERVISORY TECHNICAL","133660.8","0","4475.72","138136.52","39643.79328","647.52","FEMALE","ASIAN"
"303131343533","2018","82","PUBLIC WORKS - SANITATION","3580-2","REFUSE COLLECTION TRUCK OPERATOR II","PART_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","22449.93","3007.83","100","25557.76","0","0","MALE","BLACK"
"3031313435","2018","82","PUBLIC WORKS - SANITATION","4110-2","WASTEWATER COLLECTION WORKER II","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","76843.66","389.55","1644.56","78877.77","22791.829556","19731.84","MALE","HISPANIC"
"3031313437","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","130250.09","23011.42","4232","157493.51","54416.879365","11967.97","FEMALE","HISPANIC"
"3031313438","2018","82","PUBLIC WORKS - SANITATION","3580-2","REFUSE COLLECTION TRUCK OPERATOR II","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","20617.6","3505.04","567.79","24690.43","6115.18016","4932.96","MALE","HISPANIC"
"303131353031","2018","88","RECREATION AND PARKS","3141-0","GARDENER CARETAKER","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","57643.2","249.93","427.29","58320.42","17096.97312","19731.84","MALE","HISPANIC"
"3031313532","2018","94","TRANSPORTATION","3214-2","TRAFFIC OFFICER II","FULL_TIME","NOT_ACTIVE","18","SAFETY / SECURITY","0","0","106.58","106.58","0","0","MALE","BLACK"
"3031313533","2018","40","GENERAL SERVICES","3865-0","ELECTRICIAN SUPERVISOR","FULL_TIME","NOT_ACTIVE","13","SUPERVISORY BUILDING TRADES","27713.4","0","49376.82","77090.22","8219.79444","4198.74","MALE","HISPANIC"
"3031313534","2018","82","PUBLIC WORKS - SANITATION","9171-1","SENIOR MANAGEMENT ANALYST I","PER_EVENT","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","0","0","12.56","12.56","0","0","MALE","CAUCASIAN"
"3031313535","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","NOT_ACTIVE","07","RECREATION ASSISTANTS","1407.57","0","1940.02","3347.59","0","29.34","FEMALE","CAUCASIAN"
"303131353833","2018","38","FIRE","2112-2","FIREFIGHTER II","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","79979.28","39799.92","1686","121465.2","37470.29268","10510.22","MALE","ASIAN"
"3031313539","2018","4","AIRPORTS","3156-A","CUSTODIAN - AIRPORTS","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","48876.6","2252.16","1459.48","52588.24","14496.79956","7987.92","MALE","HISPANIC"
"303131353933","2018","38","FIRE","2112-1","FIREFIGHTER I","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","25154.4","2290.74","510","27955.14","7460.79504","3134.65","MALE","HISPANIC"
"303131353933","2018","38","FIRE","2112-2","FIREFIGHTER II","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","28580.8","12605.61","690","41876.41","13390.1048","3903.57","MALE","HISPANIC"
"303131363031","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","288.88","0","40.75","329.63","0","0","FEMALE","HISPANIC"
"3031313634","2018","82","PUBLIC WORKS - SANITATION","4102-0","SOLID RESOURCES SUPERINTENDENT","FULL_TIME","ACTIVE","12","SUPERVISORY BLUE COLLAR","128958.4","0","3129.44","132087.84","38249.06144","16794.96","MALE","HISPANIC"
"3031313635","2018","40","GENERAL SERVICES","3742-0","HELICOPTER MECHANIC","FULL_TIME","NOT_ACTIVE","14","SERVICE AND CRAFT","0","0","1416.38","1416.38","0","0","MALE","FILIPINO"
"303131363833","2018","28","COUNCIL","0181-0","COUNCIL AIDE II","FULL_TIME","ACTIVE","00","NON-REPRESENTED","41184.64","0","0","41184.64","12215.364224","14763.6","MALE","ASIAN"
"3031313638","2018","42","HARBOR","3115-0","MAINTENANCE AND CONSTRUCTION HELPER","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","27.36","27.36","0","0","MALE","CAUCASIAN"
"303131373633","2018","78","PUBLIC WORKS - ENGINEERING","7246-2","CIVIL ENGINEERING ASSOCIATE II","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","93478.4","0","150","93628.4","27725.69344","7987.92","MALE","ASIAN"
"303131373733","2018","78","PUBLIC WORKS - ENGINEERING","7933-1","LANDSCAPE ARCHITECTURAL ASSOCIATE I","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","75840.12","0","0","75840.12","22494.179592","7987.92","FEMALE","ASIAN"
"3031313737","2018","94","TRANSPORTATION","3214-2","TRAFFIC OFFICER II","PER_EVENT","NOT_ACTIVE","18","SAFETY / SECURITY","0","0","2796.19","2796.19","0","0","MALE","OTHER"
"303131373933","2018","88","RECREATION AND PARKS","2435-0","RECREATION AIDE","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","5086.28","0","0","5086.28","0","0","MALE","OTHER"
"3031313831","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","122763","150408.7","1506","274677.7","57514.4655","17942","MALE","CAUCASIAN"
"3031313834","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","112514.26","49478.51","1525","163517.77","52712.93081","16095.18","MALE","HISPANIC"
"303131383533","2018","12","CITY ATTORNEY","0568-0","CITY ATTORNEY ADMINISTRATIVE COORDINATOR II","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","93333.6","0","489.95","93823.55","27682.74576","11226.96","FEMALE","HISPANIC"
"303131383733","2018","88","RECREATION AND PARKS","0844-0","LOCKER ROOM ATTENDANT","PART_TIME","NOT_ACTIVE","03","CLERICAL","4535.22","0","0","4535.22","0","0","MALE","CAUCASIAN"
"303131383833","2018","4","AIRPORTS","3113-G","VOCATIONAL WORKER GARDENER CARETAKER","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","12064.04","902.42","200","13166.46","3578.194264","2232.44","MALE","ASIAN"
"303131383833","2018","4","AIRPORTS","3141-0","GARDENER CARETAKER","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","7809","1405.62","25.08","9239.7","2316.1494","1594.6","MALE","ASIAN"
"303131383833","2018","4","AIRPORTS","3142-0","ASSISTANT GARDENER","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","20035.76","2408.21","58.52","22502.49","5942.606416","3827.04","MALE","ASIAN"
"3031313933","2018","22","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","1358-0","ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","54612.8","0","383.51","54996.31","16198.15648","12402.48","FEMALE","BLACK"
"303131393333","2018","88","RECREATION AND PARKS","2418-1","ASSISTANT PARK SERVICES ATTENDANT I","PART_TIME","NOT_ACTIVE","03","CLERICAL","2506.39","0","17.58","2523.97","0","2917.53","MALE","OTHER"
"303131393533","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","NOT_ACTIVE","07","RECREATION ASSISTANTS","554.28","0","0","554.28","0","0","MALE","CAUCASIAN"
"303131393633","2018","14","CITY CLERK","0725-0","SENIOR ELECTION CLERK","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","27026.54","2033.09","0","29059.63","0","3460.08","MALE","OTHER"
"303131393633","2018","14","CITY CLERK","1358-0","ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","5085.6","174.82","0","5260.42","1508.38896","926.18","MALE","OTHER"
"303131393733","2018","86","PUBLIC WORKS - STREET SERVICES","3584-0","HEAVY DUTY TRUCK OPERATOR","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","64257.61","16464.07","684.54","81406.22","19058.807126","16794.96","MALE","BLACK"
"303131393932","2018","44","LIBRARY","1111-0","MESSENGER CLERK","PART_TIME","ACTIVE","03","CLERICAL","21286.4","0","550","21836.4","0","7654.08","MALE","ASIAN"
"303131393933","2018","8","BUILDING AND SAFETY","1358-0","ADMINISTRATIVE CLERK","PART_TIME","ACTIVE","03","CLERICAL","6120","0","0","6120","0","0","FEMALE","HISPANIC"
"3031323031","2018","70","POLICE","2232-1","POLICE LIEUTENANT I","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","51785.38","23412.22","32495.27","107692.87","10362.02064","3463.39","FEMALE","CAUCASIAN"
"3031323032","2018","88","RECREATION AND PARKS","1358-0","ADMINISTRATIVE CLERK","PART_TIME","ACTIVE","03","CLERICAL","21185.44","0","565.08","21750.52","0","387.84","FEMALE","HISPANIC"
"3031323033","2018","86","PUBLIC WORKS - STREET SERVICES","4152-1","STREET SERVICES SUPERVISOR I","FULL_TIME","NOT_ACTIVE","12","SUPERVISORY BLUE COLLAR","103755.67","55876.85","274.78","159907.3","30773.931722","15328.32","MALE","BLACK"
"3031323034","2018","40","GENERAL SERVICES","1865-1","SUPPLY SERVICES MANAGER I","FULL_TIME","ACTIVE","36","MANAGEMENT EMPLOYEES","131889.6","0","2854.42","134744.02","39118.45536","15328.32","FEMALE","HISPANIC"
"3031323037","2018","78","PUBLIC WORKS - ENGINEERING","7246-3","CIVIL ENGINEERING ASSOCIATE III","PER_EVENT","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","0","0","139.6","139.6","0","0","MALE","HISPANIC"
"3031323038","2018","4","AIRPORTS","3156-A","CUSTODIAN - AIRPORTS","FULL_TIME","ACTIVE","15","SERVICE EMPLOYEES","48799.2","6014.6","1422.27","56236.07","14473.84272","16369.2","FEMALE","HISPANIC"
"303132303833","2018","70","POLICE","0102-0","COMMISSION HEARING EXAMINER","PART_TIME","ACTIVE","00","NON-REPRESENTED","4050","0","0","4050","0","0","MALE","CAUCASIAN"
"303132303933","2018","78","PUBLIC WORKS - ENGINEERING","7246-1","CIVIL ENGINEERING ASSOCIATE I","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","67021.6","9948.35","1.58","76971.53","19878.60656","7968.72","MALE","AMERICAN INDIAN"
"3031323039","2018","38","FIRE","2131-0","ENGINEER OF FIRE DEPARTMENT","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","113343","35124.66","6781.91","155249.57","53101.1955","17942","MALE","BLACK"
"303132313031","2018","40","GENERAL SERVICES","3156-0","CUSTODIAN","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","0","0","51.43","51.43","0","0","MALE","UNKNOWN"
"3031323131","2018","4","AIRPORTS","3156-A","CUSTODIAN - AIRPORTS","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","0","0","92.42","92.42","0","0","FEMALE","BLACK"
"3031323132","2018","76","PUBLIC WORKS - CONTRACT ADMINISTRATION","7294-0","SENIOR CONSTRUCTION INSPECTOR","PART_TIME","NOT_ACTIVE","05","INSPECTORS","0","0","61.36","61.36","0","0","MALE","ASIAN"
"3031323134","2018","70","POLICE","1249-0","CHIEF CLERK POLICE","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","94347.2","16232.37","508.88","111088.45","27983.37952","17823.36","FEMALE","HISPANIC"
"3031323135","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","125363","95396.43","3736.71","224496.14","58732.5655","17942","MALE","BLACK"
"303132313733","2018","12","CITY ATTORNEY","0565-1","LEGAL ASSISTANT I","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","13488","0","0","13488","4000.5408","1844.08","FEMALE","HISPANIC"
"303132313733","2018","12","CITY ATTORNEY","0588-0","SENIOR LEGAL CLERK II","FULL_TIME","NOT_ACTIVE","03","CLERICAL","39366.4","0","0","39366.4","11676.07424","5990.94","FEMALE","HISPANIC"
"3031323137","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","105550.2","36591.59","1686","143827.79","49450.2687","16686.26","MALE","HISPANIC"
"303132313832","2018","78","PUBLIC WORKS - ENGINEERING","7246-3","CIVIL ENGINEERING ASSOCIATE III","FULL_TIME","ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","119872","0","175","120047","35554.0352","19731.84","MALE","HISPANIC"
"303132313833","2018","44","LIBRARY","1111-0","MESSENGER CLERK","PART_TIME","ACTIVE","03","CLERICAL","17722.8","0","80","17802.8","0","7654.08","FEMALE","HISPANIC"
"303132323133","2018","4","AIRPORTS","3156-A","CUSTODIAN - AIRPORTS","FULL_TIME","ACTIVE","15","SERVICE EMPLOYEES","20916.53","0","56.95","20973.48","5962.813774","5219.18","MALE","FILIPINO"
"3031323232","2018","82","PUBLIC WORKS - SANITATION","3156-0","CUSTODIAN","PER_EVENT","NOT_ACTIVE","15","SERVICE EMPLOYEES","0","0","206.88","206.88","0","0","FEMALE","BLACK"
"3031323234","2018","94","TRANSPORTATION","3214-2","TRAFFIC OFFICER II","FULL_TIME","NOT_ACTIVE","18","SAFETY / SECURITY","5234.88","0","117.3","5352.18","0","0","FEMALE","BLACK"
"3031323235","2018","82","PUBLIC WORKS - SANITATION","3580-2","REFUSE COLLECTION TRUCK OPERATOR II","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","77009.6","5722.69","3218.35","85950.64","22841.04736","19731.84","MALE","HISPANIC"
"3031323236","2018","66","PERSONNEL","1775-0","WORKERS COMPENSATION CLAIMS ASSISTANT","FULL_TIME","NOT_ACTIVE","03","CLERICAL","10209.31","0","0","10209.31","3028.081346","2057.64","FEMALE","BLACK"
"3031323236","2018","82","PUBLIC WORKS - SANITATION","1508-0","MANAGEMENT AIDE","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","60574.96","0","10.53","60585.49","17966.533136","13057.88","FEMALE","BLACK"
"303132323833","2018","4","AIRPORTS","3588-0","BUS OPERATOR","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","53841.14","35208.07","1541.12","90590.33","15969.282124","15192.48","FEMALE","BLACK"
"3031323239","2018","42","HARBOR","3344-0","CARPENTER","FULL_TIME","NOT_ACTIVE","02","BUILDING TRADES","64598.61","1312.46","3674.73","69585.8","19159.947726","14470.92","MALE","HISPANIC"
"3031323332","2018","38","FIRE","2121-0","APPARATUS OPERATOR","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","115721.4","104725.06","1326","221772.46","54215.4759","16686.26","MALE","ASIAN"
"3031323334","2018","4","AIRPORTS","3585-0","MOTOR SWEEPER OPERATOR","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","5616.87","0","10319.59","15936.46","1665.963642","1457.42","MALE","HISPANIC"
"3031323335","2018","2","AGING","1368-0","SENIOR ADMINISTRATIVE CLERK","PER_EVENT","NOT_ACTIVE","03","CLERICAL","0","0","321.88","321.88","0","0","FEMALE","BLACK"
"303132333833","2018","82","PUBLIC WORKS - SANITATION","3112-6","MAINTENANCE LABORER","PART_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","20051.51","113.39","0","20164.9","0","0","MALE","HISPANIC"
"303132333932","2018","70","POLICE","1832-1","WAREHOUSE AND TOOLROOM WORKER I","FULL_TIME","NOT_ACTIVE","14","SERVICE AND CRAFT","0","0","110.88","110.88","0","0","MALE","ASIAN"
"303132343233","2018","88","RECREATION AND PARKS","2409-0","SEASONAL POOL MANAGER I","PART_TIME","NOT_ACTIVE","18","SAFETY / SECURITY","10338.2","48.04","0","10386.24","0","1594.6","MALE","HISPANIC"
"303132343233","2018","88","RECREATION AND PARKS","2413-0","POOL LIFEGUARD","PART_TIME","NOT_ACTIVE","18","SAFETY / SECURITY","10641.28","0","0","10641.28","0","1594.6","MALE","HISPANIC"
"303132343233","2018","88","RECREATION AND PARKS","3181-0","SECURITY OFFICER","PART_TIME","ACTIVE","18","SAFETY / SECURITY","498.96","0","14.11","513.07","0","318.92","MALE","HISPANIC"
"3031323432","2018","38","FIRE","2142-2","FIRE CAPTAIN II","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","145452.99","25307.62","3159.29","173919.9","56224.727165","16742","MALE","HISPANIC"
"3031323434","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","123443.67","31614.77","4475.28","159533.72","57833.359395","17942","MALE","FILIPINO"
"3031323435","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","484.12","0","0","484.12","0","0","MALE","HISPANIC"
"303132343633","2018","32","INFORMATION TECHNOLOGY AGENCY","0861-1","COMMUNICATIONS ELECTRICIAN I - HIRING HALL","PART_TIME","NOT_ACTIVE","35","CRAFT WORKERS/ HIRING HALL","73763.66","0","0","73763.66","0","0","MALE","OTHER"
