"record_nbr","pay_year","fms_dept","fms_department_title","job_class_pgrade","job_title","employment_type","job_status","mou","mou_title","regular_pay","overtime_pay","all_other_pay","total_pay","city_retirement_contributions","benefit_pay","gender","ethnicity"
"3030333034","2018","70","POLICE","2223-3","POLICE DETECTIVE III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","143674.5","4642.12","-3511.35","144805.27","67311.50325","17888","MALE","CAUCASIAN"
"303033303833","2018","88","RECREATION AND PARKS","2415-0","SPECIAL PROGRAM ASSISTANT II","PART_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","17752.67","299.16","180","18231.83","0","6963.42","FEMALE","HISPANIC"
"3030333039","2018","38","FIRE","2131-0","ENGINEER OF FIRE DEPARTMENT","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","121372.6","16238.82","1326","138937.42","56863.0631","17199.02","MALE","CAUCASIAN"
"3030333131","2018","94","TRANSPORTATION","9200-0","CHIEF OF TRANSIT PROGRAMS","FULL_TIME","ACTIVE","36","MANAGEMENT EMPLOYEES","176307.2","0","4623.47","180930.67","52292.71552","19622.16","FEMALE","BLACK"
"3030333133","2018","40","GENERAL SERVICES","3346-0","CARPENTER SUPERVISOR","FULL_TIME","ACTIVE","13","SUPERVISORY BUILDING TRADES","98576","0","4075.76","102651.76","29237.6416","17489.04","MALE","CAUCASIAN"
"3030333134","2018","70","POLICE","1597-1","SENIOR SYSTEMS ANALYST I","FULL_TIME","ACTIVE","20","SUPERVISORY ADMINISTRATIVE","119435.2","0","5077.55","124512.75","35424.48032","15804.96","FEMALE","BLACK"
"3030333136","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","109378.4","352.49","3803.4","113534.29","51243.7804","16141.73","MALE","HISPANIC"
"303033313832","2018","70","POLICE","2223-1","POLICE DETECTIVE I","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","110640.8","325.2","2725","113691","51835.2148","971","FEMALE","CAUCASIAN"
"303033313833","2018","8","BUILDING AND SAFETY","4211-0","BUILDING INSPECTOR","FULL_TIME","ACTIVE","05","INSPECTORS","89467.32","1577.32","4373.91","95418.55","26536.007112","7203.36","MALE","CAUCASIAN"
"303033313933","2018","84","PUBLIC WORKS - STREET LIGHTING","7527-1","STREET LIGHTING ENGINEERING ASSOCIATE I","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","63450.48","391.08","426.88","64268.44","18819.412368","7654.08","MALE","HISPANIC"
"3030333233","2018","12","CITY ATTORNEY","0581-0","LEGAL SECRETARY II","PER_EVENT","NOT_ACTIVE","03","CLERICAL","0","0","267.57","267.57","0","0","FEMALE","HISPANIC"
"303033323433","2018","88","RECREATION AND PARKS","3141-0","GARDENER CARETAKER","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","41648.75","240.72","200","42089.47","12353.01925","19398","MALE","HISPANIC"
"3030333235","2018","4","AIRPORTS","3156-A","CUSTODIAN - AIRPORTS","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","0","0","61.36","61.36","0","0","MALE","HISPANIC"
"3030333236","2018","12","CITY ATTORNEY","0581-0","LEGAL SECRETARY II","FULL_TIME","NOT_ACTIVE","03","CLERICAL","75369.6","0","709.04","76078.64","22354.62336","14994.48","FEMALE","HISPANIC"
"303033323733","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","73771.4","3179.9","1557","78508.3","34561.9009","10232.11","MALE","HISPANIC"
"3030333331","2018","40","GENERAL SERVICES","9171-2","SENIOR MANAGEMENT ANALYST II","PER_EVENT","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","0","0","41.19","41.19","0","0","FEMALE","BLACK"
"3030333332","2018","44","LIBRARY","1358-0","ADMINISTRATIVE CLERK","PER_EVENT","NOT_ACTIVE","03","CLERICAL","0","0","174.28","174.28","0","0","FEMALE","CAUCASIAN"
"303033333333","2018","88","RECREATION AND PARKS","0178-6","GANG REDUCTION YOUTH DEVELOPMENT WORKER VI","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","8001.4","0","0","8001.4","0","0","FEMALE","BLACK"
"3030333334","2018","42","HARBOR","1714-3","PERSONNEL DIRECTOR III","FULL_TIME","ACTIVE","63","PERSONNEL DIRECTOR","184849.6","0","8633.2","193482.8","54826.39136","15180.24","FEMALE","HISPANIC"
"3030333431","2018","82","PUBLIC WORKS - SANITATION","4101-0","REFUSE COLLECTION SUPERVISOR","FULL_TIME","ACTIVE","12","SUPERVISORY BLUE COLLAR","99351.2","0","2579.12","101930.32","29467.56592","19398","MALE","BLACK"
"3030333432","2018","10","CITY ADMINISTRATIVE OFFICER","1368-0","SENIOR ADMINISTRATIVE CLERK","FULL_TIME","ACTIVE","03","CLERICAL","67419.2","0","1517.28","68936.48","19996.53472","7987.92","FEMALE","FILIPINO"
"3030333433","2018","82","PUBLIC WORKS - SANITATION","4123-3","WASTEWATER TREATMENT OPERATOR III","FULL_TIME","NOT_ACTIVE","09","PLANT EQUIPMENT OPERATION AND REPAIR","62226.48","9704.43","42752.87","114683.78","18456.373968","10688.08","MALE","CAUCASIAN"
"3030333434","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","125573.43","30779.59","5209.95","161562.97","58831.151955","16742","FEMALE","HISPANIC"
"303033343733","2018","86","PUBLIC WORKS - STREET SERVICES","0899-D","LABORER - GROUP IV","PART_TIME","ACTIVE","35","CRAFT WORKERS/ HIRING HALL","63449.92","0","10642.08","74092","0","0","MALE","HISPANIC"
"303033343933","2018","68","CITY PLANNING","7939-0","PLANNING ASSISTANT","FULL_TIME","NOT_ACTIVE","21","TECHNICAL","54751.76","0","300","55051.76","16239.372016","5102.38","FEMALE","CAUCASIAN"
"303033353533","2018","88","RECREATION AND PARKS","2409-0","SEASONAL POOL MANAGER I","PART_TIME","ACTIVE","18","SAFETY / SECURITY","10526.58","128.1","8","10662.68","0","637.84","FEMALE","HISPANIC"
"303033353533","2018","88","RECREATION AND PARKS","2413-0","POOL LIFEGUARD","PART_TIME","NOT_ACTIVE","18","SAFETY / SECURITY","7860.71","0","0","7860.71","0","1913.52","FEMALE","HISPANIC"
"303033353733","2018","82","PUBLIC WORKS - SANITATION","4292-0","ENVIRONMENTAL COMPLIANCE INSPECTOR","FULL_TIME","ACTIVE","21","TECHNICAL","68196","0","2073.81","70269.81","20226.9336","7254","MALE","FILIPINO"
"3030333537","2018","70","POLICE","3211-0","DETENTION OFFICER","FULL_TIME","NOT_ACTIVE","18","SAFETY / SECURITY","69783.66","0","3567.82","73351.48","20697.833556","19622.16","FEMALE","CAUCASIAN"
"303033363533","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","93717.76","20326.57","1533","115577.33","42196.93296","17756.5","MALE","HISPANIC"
"303033363833","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","NOT_ACTIVE","07","RECREATION ASSISTANTS","6067.7","0","0","6067.7","0","0","MALE","HISPANIC"
"3030333638","2018","70","POLICE","2209-1","SENIOR POLICE SERVICE REPRESENTATIVE I","FULL_TIME","ACTIVE","20","SUPERVISORY ADMINISTRATIVE","112604.78","380.82","870.03","113855.63","33398.577748","17571.06","MALE","CAUCASIAN"
"303033373133","2018","46","MAYOR","0145-0","MAYORAL AIDE V","FULL_TIME","NOT_ACTIVE","00","NON-REPRESENTED","0","0","26.1","26.1","0","0","FEMALE","BLACK"
"3030333731","2018","38","FIRE","2128-1","FIRE INSPECTOR I","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","123731.8","144.69","1326","125202.49","57968.3483","17942","MALE","HISPANIC"
"3030333733","2018","70","POLICE","2200-3","FORENSIC PRINT SPECIALIST III","FULL_TIME","NOT_ACTIVE","21","TECHNICAL","0","0","488.29","488.29","0","0","FEMALE","CAUCASIAN"
"3030333735","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","17762.36","0","38.99","17801.35","0","7654.08","FEMALE","HISPANIC"
"3030333737","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","104871.12","44203.71","2525","151599.83","49132.11972","17886","MALE","CAUCASIAN"
"303033373832","2018","66","PERSONNEL","1368-0","SENIOR ADMINISTRATIVE CLERK","FULL_TIME","ACTIVE","03","CLERICAL","55927.67","0","0","55927.67","16588.146922","11378.3","FEMALE","HISPANIC"
"3030333738","2018","43","HOUSING AND COMMUNITY INVESTMENT DEPARTMENT","9271-0","ASSISTANT GENERAL MANAGER LOS ANGELES HOUSING DEPARTMENT","FULL_TIME","ACTIVE","36","MANAGEMENT EMPLOYEES","156200","0","78.61","156278.61","46328.92","19731.84","FEMALE","HISPANIC"
"303033383033","2018","14","CITY CLERK","1538-0","SENIOR PROJECT COORDINATOR","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","107283.2","5068.85","1385.37","113737.42","31820.19712","7537.2","FEMALE","HISPANIC"
"3030333831","2018","88","RECREATION AND PARKS","2446-2","SENIOR RECREATION DIRECTOR II","FULL_TIME","NOT_ACTIVE","11","RECREATIONAL","89767.74","6718.25","1194.28","97680.27","26625.111684","17155.2","MALE","BLACK"
"3030333836","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","104240.08","2642.22","1622.48","108504.78","48836.47748","12304.73","MALE","CAUCASIAN"
"3030333837","2018","12","CITY ATTORNEY","0596-0","DEPUTY CITY ATTORNEY III","FULL_TIME","NOT_ACTIVE","29","DEPUTY CITY ATTORNEYS","191700.8","0","0","191700.8","56858.45728","17823.36","FEMALE","CAUCASIAN"
"3030333932","2018","40","GENERAL SERVICES","3704-5","AUTO BODY BUILDER AND REPAIRER","FULL_TIME","NOT_ACTIVE","14","SERVICE AND CRAFT","0","0","57.57","57.57","0","0","MALE","ASIAN"
"3030333934","2018","26","CONTROLLER","1525-1","PRINCIPAL ACCOUNTANT I","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","74428.8","5614.53","3089.42","83132.75","22075.58208","356.8","MALE","FILIPINO"
"3030333934","2018","26","CONTROLLER","1525-2","PRINCIPAL ACCOUNTANT II","FULL_TIME","ACTIVE","20","SUPERVISORY ADMINISTRATIVE","42321.6","0","997.9","43319.5","12552.58656","178.4","MALE","FILIPINO"
"303033393433","2018","94","TRANSPORTATION","3214-2","TRAFFIC OFFICER II","FULL_TIME","ACTIVE","18","SAFETY / SECURITY","57683.2","11306.29","1602","70591.49","17108.83712","7987.92","FEMALE","HISPANIC"
"3030333935","2018","86","PUBLIC WORKS - STREET SERVICES","3525-0","EQUIPMENT OPERATOR","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","204.08","204.08","0","0","MALE","HISPANIC"
"303033393633","2018","8","BUILDING AND SAFETY","4251-0","BUILDING MECHANICAL INSPECTOR","FULL_TIME","ACTIVE","05","INSPECTORS","96237.03","54168.15","4511.29","154916.47","28543.903098","17823.36","MALE","CAUCASIAN"
"303033393733","2018","8","BUILDING AND SAFETY","1358-0","ADMINISTRATIVE CLERK","PART_TIME","NOT_ACTIVE","03","CLERICAL","0","0","0","0","0","0","MALE","BLACK"
"303033393833","2018","44","LIBRARY","1111-0","MESSENGER CLERK","PART_TIME","ACTIVE","03","CLERICAL","17164.8","0","0","17164.8","0","7758.14","FEMALE","HISPANIC"
"303033393933","2018","40","GENERAL SERVICES","3743-0","HEAVY DUTY EQUIPMENT MECHANIC","FULL_TIME","ACTIVE","14","SERVICE AND CRAFT","28602.5","535.01","0","29137.51","8483.5015","4018.4","MALE","HISPANIC"
"303034303034","2018","88","RECREATION AND PARKS","2415-0","SPECIAL PROGRAM ASSISTANT II","PART_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","47.34","0","0","47.34","0","0","MALE","OTHER"
"3030343032","2018","38","FIRE","2131-0","ENGINEER OF FIRE DEPARTMENT","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","124972.59","157462.23","1506","283940.82","56310.415815","16686.26","MALE","CAUCASIAN"
"3030343034","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","113454.1","16511.26","3941.26","133906.62","53153.24585","17888","MALE","HISPANIC"
"3030343035","2018","70","POLICE","2209-1","SENIOR POLICE SERVICE REPRESENTATIVE I","FULL_TIME","ACTIVE","20","SUPERVISORY ADMINISTRATIVE","112115.9","8038.21","3273.76","123427.87","33253.57594","17823.36","FEMALE","HISPANIC"
"3030343037","2018","6","ANIMAL SERVICES","4310-0","ANIMAL CARE TECHNICIAN","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","58784","0","2672.14","61456.14","17435.3344","16369.2","MALE","HISPANIC"
"303034303833","2018","70","POLICE","0102-0","COMMISSION HEARING EXAMINER","PART_TIME","ACTIVE","00","NON-REPRESENTED","11700","0","0","11700","0","0","MALE","CAUCASIAN"
"303034303933","2018","46","MAYOR","0145-0","MAYORAL AIDE V","FULL_TIME","NOT_ACTIVE","00","NON-REPRESENTED","86651.2","0","0","86651.2","25700.74592","11226.96","FEMALE","BLACK"
"303034313031","2018","82","PUBLIC WORKS - SANITATION","1358-0","ADMINISTRATIVE CLERK","FULL_TIME","ACTIVE","03","CLERICAL","43128.89","0","-2200","40928.89","12792.028774","7968.72","FEMALE","BLACK"
"303034313033","2018","82","PUBLIC WORKS - SANITATION","7237-0","CIVIL ENGINEER","FULL_TIME","ACTIVE","17","SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC","4756","802.58","0","5558.58","1410.6296","822.16","FEMALE","CAUCASIAN"
"303034313033","2018","82","PUBLIC WORKS - SANITATION","7871-3","ENVIRONMENTAL ENGINEERING ASSOCIATE III","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","113390.05","29368.63","37.05","142795.73","33631.48883","18909.68","FEMALE","CAUCASIAN"
"3030343131","2018","78","PUBLIC WORKS - ENGINEERING","9485-0","SENIOR CIVIL ENGINEER","FULL_TIME","ACTIVE","17","SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC","137134.68","0","2714.31","139848.99","40674.146088","19731.84","FEMALE","HISPANIC"
"303034313233","2018","94","TRANSPORTATION","3818-0","ASSISTANT SIGNAL SYSTEMS ELECTRICIAN","FULL_TIME","NOT_ACTIVE","02","BUILDING TRADES","0","0","33.13","33.13","0","0","MALE","ASIAN"
"3030343133","2018","42","HARBOR","3525-0","EQUIPMENT OPERATOR","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","97124.39","3803.31","7209.44","108137.14","28807.094074","19731.84","MALE","BLACK"
"303034313433","2018","94","TRANSPORTATION","3214-2","TRAFFIC OFFICER II","FULL_TIME","ACTIVE","18","SAFETY / SECURITY","62161.6","27377.91","1618","91157.51","18437.13056","19731.84","MALE","BLACK"
"3030343134","2018","39","OFFICE OF FINANCE","1201-0","PRINCIPAL CLERK","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","33552","0","200","33752","9951.5232","6957.61","MALE","HISPANIC"
"3030343134","2018","70","POLICE","1599-0","SYSTEMS AIDE","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","39153.6","0","150","39303.6","11612.95776","8222.63","MALE","HISPANIC"
"303034313832","2018","4","AIRPORTS","3638-0","SENIOR COMMUNICATIONS ELECTRICIAN","FULL_TIME","NOT_ACTIVE","02","BUILDING TRADES","0","0","419.32","419.32","0","0","MALE","CAUCASIAN"
"3030343139","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","NOT_ACTIVE","07","RECREATION ASSISTANTS","0","0","1.81","1.81","0","0","FEMALE","CAUCASIAN"
"303034323033","2018","4","AIRPORTS","3156-A","CUSTODIAN - AIRPORTS","FULL_TIME","ACTIVE","15","SERVICE EMPLOYEES","49214.73","2657.07","1214.8","53086.6","14597.088918","7987.92","FEMALE","HISPANIC"
"3030343234","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","121200.1","0","2924.7","124124.8","56782.24685","12306.73","MALE","CAUCASIAN"
"3030343235","2018","32","INFORMATION TECHNOLOGY AGENCY","1431-4","PROGRAMMER ANALYST IV","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","116935.44","0","292.9","117228.34","34683.051504","15327.12","FEMALE","HISPANIC"
"303034323733","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","15740.22","0","1009","16749.22","0","7654.08","MALE","HISPANIC"
"3030343238","2018","38","FIRE","3563-1","FIRE HELICOPTER PILOT I","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","117037.35","56606.26","1926","175569.61","54831.998475","17942","MALE","CAUCASIAN"
"303034323933","2018","4","AIRPORTS","3113-Y","VOCATIONAL WORKER CUSTODIAN - AIRPORT","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","32689.9","3109.62","1145.03","36944.55","9695.82434","7987.92","MALE","BLACK"
"3030343239","2018","88","RECREATION AND PARKS","2490-2","CHILD CARE ASSOCIATE II","FULL_TIME","NOT_ACTIVE","11","RECREATIONAL","0","0","23.82","23.82","0","0","FEMALE","CAUCASIAN"
"303034333031","2018","88","RECREATION AND PARKS","0834-0","PARK ACTIVITY MONITOR","PART_TIME","ACTIVE","03","CLERICAL","14196.16","900.18","444.29","15540.63","0","7767.6","FEMALE","HISPANIC"
"3030343333","2018","84","PUBLIC WORKS - STREET LIGHTING","7527-2","STREET LIGHTING ENGINEERING ASSOCIATE II","FULL_TIME","ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","97194.59","0","714.59","97909.18","28827.915394","19731.84","FEMALE","ASIAN"
"3030343334","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","35104","20707.76","56162.84","111974.6","16446.224","4901.4","MALE","CAUCASIAN"
"303034333633","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","98825.6","28727.84","1661","129214.44","46299.7936","16056.18","MALE","CAUCASIAN"
"303034333832","2018","43","HOUSING AND COMMUNITY INVESTMENT DEPARTMENT","4244-0","SENIOR HOUSING INSPECTOR","FULL_TIME","ACTIVE","05","INSPECTORS","119053.35","0","2941.66","121995.01","35311.22361","7215.6","MALE","BLACK"
"303034333933","2018","40","GENERAL SERVICES","3742-0","HELICOPTER MECHANIC","FULL_TIME","ACTIVE","14","SERVICE AND CRAFT","100165.38","3167.44","1150","104482.82","29709.051708","8302.56","MALE","CAUCASIAN"
"3030343431","2018","30","CULTURAL AFFAIRS","2478-2","ART CENTER DIRECTOR II","FULL_TIME","ACTIVE","20","SUPERVISORY ADMINISTRATIVE","92720","0","507.24","93227.24","27500.752","6920.16","MALE","CAUCASIAN"
"3030343432","2018","87","ZOO","4297-0","ZOO CURATOR","FULL_TIME","NOT_ACTIVE","11","RECREATIONAL","0","0","108.47","108.47","0","0","MALE","CAUCASIAN"
"3030343435","2018","88","RECREATION AND PARKS","2460-0","RECREATION SUPERVISOR","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","66571.2","4009.02","613.35","71193.57","19745.01792","12388.41","FEMALE","BLACK"
"3030343435","2018","88","RECREATION AND PARKS","2464-1","PRINCIPAL RECREATION SUPERVISOR I","FULL_TIME","ACTIVE","36","MANAGEMENT EMPLOYEES","27171.2","0","0","27171.2","8058.97792","5657.75","FEMALE","BLACK"
"3030343437","2018","6","ANIMAL SERVICES","1358-0","ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","56114.6","0","116.89","56231.49","16643.59036","19398","FEMALE","HISPANIC"
"303034343733","2018","8","BUILDING AND SAFETY","1358-0","ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","44462.4","0","530","44992.4","13187.54784","7654.08","FEMALE","HISPANIC"
"3030343438","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","111832.9","6220.68","1525","119578.58","52393.71365","17886","MALE","HISPANIC"
"303034343932","2018","70","POLICE","1368-0","SENIOR ADMINISTRATIVE CLERK","FULL_TIME","ACTIVE","03","CLERICAL","65960.8","63.22","33.91","66057.93","19563.97328","15328.32","FEMALE","HISPANIC"
"303034353031","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","105106.4","23513.18","2801","131420.58","47361.602","971","MALE","CAUCASIAN"
"3030343531","2018","40","GENERAL SERVICES","3156-0","CUSTODIAN","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","0","0","263.84","263.84","0","0","MALE","BLACK"
"3030343532","2018","82","PUBLIC WORKS - SANITATION","4110-2","WASTEWATER COLLECTION WORKER II","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","81245.12","8546.7","3154.07","92945.89","24097.302592","19731.84","MALE","HISPANIC"
"3030343534","2018","38","FIRE","2121-0","APPARATUS OPERATOR","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","116172.6","96610.27","4008.03","216790.9","54426.8631","17942","MALE","HISPANIC"
"3030343535","2018","70","POLICE","2227-2","POLICE SERGEANT II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","128617.8","1928.48","2940","133486.28","60257.4393","17886","MALE","CAUCASIAN"
"3030343537","2018","4","AIRPORTS","3141-0","GARDENER CARETAKER","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","55209.72","6866.42","1141.08","63217.22","16375.202952","17781.5","MALE","HISPANIC"
"303034353733","2018","82","PUBLIC WORKS - SANITATION","3580-2","REFUSE COLLECTION TRUCK OPERATOR II","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","71064","14036.11","1110","86210.11","21077.5824","19731.84","MALE","HISPANIC"
"303034353833","2018","88","RECREATION AND PARKS","2415-0","SPECIAL PROGRAM ASSISTANT II","PART_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","15933.42","0","100","16033.42","0","0","MALE","OTHER"
"3030343538","2018","82","PUBLIC WORKS - SANITATION","4292-0","ENVIRONMENTAL COMPLIANCE INSPECTOR","FULL_TIME","ACTIVE","21","TECHNICAL","94350.4","0","2657.22","97007.62","27984.32864","15804.96","MALE","BLACK"
"3030343539","2018","94","TRANSPORTATION","3799-0","ELECTRICAL CRAFT HELPER","PER_EVENT","NOT_ACTIVE","02","BUILDING TRADES","0","0","9.11","9.11","0","0","MALE","HISPANIC"
"303034363233","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","101736.7","12801.1","1525","116062.8","47663.64395","13860.67","MALE","HISPANIC"
"3030343632","2018","88","RECREATION AND PARKS","3141-0","GARDENER CARETAKER","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","59783.11","34568.06","386.95","94738.12","17731.670426","19731.84","MALE","HISPANIC"
"303034363733","2018","84","PUBLIC WORKS - STREET LIGHTING","7527-1","STREET LIGHTING ENGINEERING ASSOCIATE I","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","73864","3111.78","786","77761.78","21908.0624","7968.72","MALE","ASIAN"
"3030343638","2018","12","CITY ATTORNEY","0565-1","LEGAL ASSISTANT I","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","54874.4","0","400","55274.4","16275.74704","5024.8","FEMALE","ASIAN"
"3030343638","2018","12","CITY ATTORNEY","0565-2","LEGAL ASSISTANT II","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","32474.4","0","414.24","32888.64","9631.90704","2512.4","FEMALE","ASIAN"
"303034363932","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","104207.73","34759.42","1525","140492.15","48821.321505","16097.18","MALE","HISPANIC"
"3030343731","2018","44","LIBRARY","6152-3","LIBRARIAN III","PER_EVENT","NOT_ACTIVE","06","LIBRARIANS","0","0","167","167","0","0","MALE","CAUCASIAN"
"303034373233","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","105668.3","36969.37","1589","144226.67","49505.59855","13860.67","MALE","HISPANIC"
"3030343732","2018","70","POLICE","2227-2","POLICE SERGEANT II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","129720.7","3374.99","3381","136476.69","60774.14795","971","MALE","CAUCASIAN"
"3030343733","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","130821.6","60340.12","2315.61","193477.33","61289.9196","17888","MALE","CAUCASIAN"
"3030343735","2018","38","FIRE","7213-0","GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST","FULL_TIME","ACTIVE","21","TECHNICAL","102955.2","0","1227.83","104183.03","30536.51232","17823.36","MALE","FILIPINO"
"303034373633","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","92732.52","22634.71","1525","116892.23","43445.18562","13320.47","MALE","BLACK"
"303034373731","2018","4","AIRPORTS","1368-0","SENIOR ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","46632","1164.71","0","47796.71","13831.0512","10559.92","FEMALE","CAUCASIAN"
"303034373731","2018","4","AIRPORTS","9184-0","MANAGEMENT ANALYST","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","22092.8","440.13","0","22532.93","6552.72448","3945.2","FEMALE","CAUCASIAN"
"3030343737","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","41429.23","334.03","425","42188.26","19409.594255","5512.8","MALE","HISPANIC"
"3030343737","2018","70","POLICE","2227-1","POLICE SERGEANT I","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","76543.78","12538.95","2025","91107.73","35860.76093","12090.3","MALE","HISPANIC"
"303034373833","2018","88","RECREATION AND PARKS","0844-0","LOCKER ROOM ATTENDANT","PART_TIME","NOT_ACTIVE","03","CLERICAL","3365.65","0","0","3365.65","0","0","MALE","HISPANIC"
"3030343738","2018","42","HARBOR","0807-0","SECOND DEPUTY GENERAL MANAGER HARBOR DEPARTMENT","FULL_TIME","NOT_ACTIVE","36","MANAGEMENT EMPLOYEES","0","0","702.56","702.56","0","0","MALE","ASIAN"
